id,english,japanese,part,level,wordbook_id,created_at,updated_at
3304,loan,貸付金,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3305,contract,契約,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3306,mammal,哺乳類,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3307,infant,幼児,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3308,protein,タンパク質,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3309,tissue,組織,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3310,fault,過失,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3311,neighborhood,近所,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3312,vote,投票）,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3313,duty,義務,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3314,psychology,心理学,名詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3315,intelligent,知性がある,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3316,conscious,意識のある,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3317,cognitive,認知の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3318,sensitive,繊細な,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3319,accurate,正確な,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3320,strict,厳しい）→,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3321,severe,非情な,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3322,actual,実際の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3323,visual,視覚の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3324,false,虚偽の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3325,illegal,非合法の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3326,violent,暴力的な,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3327,military,軍人の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3328,civil,市民の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3329,typical,典型的な,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3330,universal,世界中の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3331,constant,一定の,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3332,fundamental,根本的な,形容詞,0400→0500,1,2020-10-11 18:31:21 +0900,2020-10-11 18:31:21 +0900
3333,primary,主要な,形容詞,0400→0500,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3334,rare,まれな,形容詞,0400→0500,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3335,convenient,便利な,形容詞,0400→0500,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3336,enormous,巨大な,形容詞,0400→0500,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3337,concentrate,集中する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3338,investigate,調査する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3339,adjust,調節する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3340,arrange,整える,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3341,alter,変える,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3342,confirm,確認する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3343,absorb,吸収する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3344,expose,さらす,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3345,transfer,移動する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3346,abandon,見捨てる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3347,injure,傷つける,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3348,recover,回復する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3349,praise,ほめる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3350,favor,好む,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3351,celebrate,祝う,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3352,guarantee,保証する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3353,ensure,確かにする,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3354,award,授与する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3355,grant,かなえる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3356,permit,許可する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-23 19:00:40 +0900
3357,disappoint,失望させる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3358,embarrass,当惑させる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3359,bother,悩ます,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3360,upset,狼狽させる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3361,inform,知らせる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3362,warn,警告する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3363,command,命令する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3364,imply,示す,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3365,pretend,ふりをする,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3366,interpret,解釈する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3367,react,反応する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3368,interact,相互に作用する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3369,differ,異なる,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3370,breathe,呼吸する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3371,stare,まじまじ見る,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3372,breed,繁殖する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3373,melt,溶ける,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3374,invest,投資する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3375,manufacture,製造,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3376,construct,建設する,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3377,wisdom,分別,動詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3378,insight,洞察,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3379,discipline,規律,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3380,habitat,生息地,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3381,territory,領土,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3382,colony,植民地,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3383,district,地区,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3384,shelter,避難所,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3385,landscape,景観,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3386,inhabitant,居住者,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3387,depression,不況,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3388,nerve,神経,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3389,wound,傷）,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3390,symptom,症状,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3391,therapy,治療,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3392,welfare,幸福,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3393,incident,出来事,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3394,witness,証人,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3395,glance,一瞥,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3396,ray,光線,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3397,ingredient,材料,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3398,agent,代理人,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3399,fee,料金,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3400,sacrifice,犠牲,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3401,burden,負担,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3402,layer,層,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3403,row,列,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3404,instruction,指示,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3405,editor,編集者,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3406,stuff,詰め込む,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3407,mission,派遣団,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3408,procedure,手続き,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3409,immigration,移住,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3410,hybrid,雑種,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3411,opponent,反対者,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3412,outcome,結果,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3413,equality,平等,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3414,reputation,評判,名詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3415,capable,有能な,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3416,proper,適した,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3417,sufficient,十分な,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3418,reasonable,理性的な,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3419,linguistic,言語学の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3420,verbal,言葉の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3421,bilingual,二言語を話せる,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3422,contemporary,同時代の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3423,conventional,慣習の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3424,overall,全般的な,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3425,widespread,広がった,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3426,domestic,国内の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3427,distant,遠い,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3428,nuclear,原子核の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3429,thick,厚い,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3430,contrary,正反対,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3431,virtual,実質上の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3432,aggressive,攻撃的な,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3433,evil,邪悪な,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3434,elemental,基礎の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3435,annual,一年の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3436,immediate,即時の,形容詞,0500→0600,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3437,admire,称賛する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3438,approve,賛成する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3439,devote,捧げる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3440,pursue,追求する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3441,dominate,支配する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3442,possess,所有する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3443,occupy,占める,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3444,secure,確保する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3445,capture,とらえる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3446,lend,貸す,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3447,rent,貸借する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3448,persuade,説得する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3449,urge,強く促す,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3450,stimulate,刺激する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3451,annoy,いらいらさせる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3452,scare,怖がらせる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3453,crash,衝突する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3454,collapse,崩壊する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3455,remark,述べる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3456,illustrate,説明する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3457,protest,抵抗する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3458,declare,宣言する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3459,isolate,孤立させる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3460,accompany,同伴する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3461,surround,包囲する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3462,endanger,危険にさらす,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3463,exhaust,ひどく疲れさせる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3464,disturb,邪魔をする,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3465,puzzle,悩ます,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3466,quit,やめる,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3467,cope,対処する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3468,enhance,高める,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3469,ease,楽にする,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3470,apologize,謝罪する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3471,acknowledge,認める,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3472,resemble,似ている,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3473,swallow,飲み込む,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3474,distribute,分配する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3475,export,輸出する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3476,launch,発射する,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3477,justice,正義,動詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3478,courage,勇気,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3479,passion,情熱,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3480,bond,絆,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3481,companion,仲間,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3482,mood,気分,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3483,prejudice,偏見,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3484,discrimination,差別,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3485,priority,優先事項,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3486,globe,地球,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3487,hemisphere,半球,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3488,boundary,境界,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3489,asteroid,小惑星,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3490,gravity,重力,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3491,component,構成要素,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3492,liquid,液体,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3493,orbit,軌道）,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3494,trace,足跡,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3495,treasure,宝,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3496,logic,論理,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3497,council,議会,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3498,profession,専門家,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3499,secretary,秘書,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3500,jury,陪審,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3501,physician,内科医,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3502,surgeon,外科医,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3503,guard,警護,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3504,license,免許証,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3505,grocery,食料雑貨店,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3506,litter,散らかしたごみ,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3507,drought,干ばつ,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3508,blaze,炎,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3509,trap,わな,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3510,fate,運命,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3511,luxury,贅沢,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3512,exception,除外すること,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3513,sum,要点,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3514,conservation,保守,名詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3515,democratic,民主的な,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3516,numerous,多数の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3517,minor,より小さい,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3518,superior,優れた,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3519,principal,原理,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3520,crucial,重大な,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3521,vital,命の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3522,rational,合理的な,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3523,anxious,心配のある,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3524,curious,好奇心のある,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3525,rude,失礼な,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3526,remote,遠い,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3527,tropical,熱帯の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3528,marine,海の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3529,extraordinary,異常な,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3530,odd,奇数の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3531,biological,生物学の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3532,racial,人種の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3533,initial,最初の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3534,distinct,違った,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3535,pure,純粋な,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3536,exact,実際の,形容詞,0600→0700,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3537,sustain,持続させる,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3538,defend,弁護する,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3539,foster,育てる,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3540,pile,積み重ね,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3541,attach,取り付ける,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3542,pour,注ぐ,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3543,load,積み荷,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3544,stretch,伸ばす,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3545,convey,運ぶ,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
3546,derive,由来する,動詞,0700→0800,1,2020-10-11 18:31:22 +0900,2020-10-11 18:31:22 +0900
